428,Latvia,-24.83945913,-56.81728983
430,Liberia,9.408652276,-6.430318337
434,Libya,-18.02902373,-26.99062755
440,Lithuania,-23.88816231,-55.28275195
442,Luxembourg,-5.966117423,-49.76493264
450,Madagascar,-46.72863717,19.3018641
454,Malawi,-34.18595813,13.15941163
458,Malaysia,-109.7143195,-3.741717937
466,Mali,3.590764771,-17.24045696
478,Mauritania,10.34978113,-20.17906434
484,Mexico,102.2369095,-23.91875712
496,Mongolia,-103.0175377,-46.95174694
498,Moldova,-28.4197514,-47.19637238
499,Montenegro,-19.28544058,-42.78780573
504,Morocco,8.686540295,-29.82256001
508,Mozambique,-35.54321043,17.14980029
512,Oman,-56.06837488,-20.59177448
516,Namibia,-17.14137204,22.04005388
524,Nepal,-84.04326018,-28.24898907
528,Netherlands,-5.499915332,-52.29287394
540,New Caledonia,-165.5283734,21.26095035
548,Vanuatu,-167.0729352,15.54227677
554,New Zealand,-172.9481874,41.55599996
558,Nicaragua,85.01381975,-12.84122368
562,Niger,-9.276683379,-17.34051038
566,Nigeria,-7.985522824,-9.544519528
578,Norway,-12.82389549,-66.60930933
586,Pakistan,-69.23375329,-29.905587
591,Panama,80.10929939,-8.532627652
598,Papua New Guinea,-145.3090381,6.45800575
600,Paraguay,58.43177624,23.22945275
604,Peru,74.43399386,9.143179696
608,Philippines,-122.8312035,-11.7922769
616,Poland,-19.34376189,-52.13407158
620,Portugal,8.061118132,-39.60726546
624,Guinea-Bissau,15.11040551,-12.0240175
626,Timor-Leste,-125.9673252,8.767880394
630,Puerto Rico,66.47905707,-18.23800798
634,Qatar,-51.18384513,-25.32098345
642,Romania,-24.95400399,-45.85341989
643,Russia,-94.08704421,-65.96861631
646,Rwanda,-29.91868142,2.01370533
682,Saudi Arabia,-44.63992703,-24.08839719
686,Senegal,14.50599581,-14.3536963
688,Serbia,-20.83694084,-44.22323402
694,Sierra Leone,11.79538261,-8.529900173
703,Slovakia,-19.49747669,-48.73326509
704,Vietnam,-106.3352433,-16.55587885
705,Slovenia,-14.93422168,-46.12591237
706,Somalia,-45.69864513,-4.739350653
710,South Africa,-25.15889939,28.92389681
716,Zimbabwe,-29.78863287,18.90029019
724,Spain,3.624174217,-40.32054802
728,S. Sudan,-30.20241451,-7.29262559
729,Sudan,-29.83112851,-15.97150474
732,W. Sahara,12.18514127,-24.27934824
740,Suriname,55.91147095,-4.119683196
748,eSwatini,-31.39505764,26.48960822
752,Sweden,-16.10846144,-62.41889604
756,Switzerland,-8.115754133,-46.79282
760,Syria,-38.52337377,-35.00858897
762,Tajikistan,-71.04762396,-38.58916441
764,Thailand,-101.0035315,-14.98645862
768,Togo,-0.9981338497,-8.434621656
780,Trinidad and Tobago,61.33149719,-10.42683553
784,United Arab Emirates,-54.20053337,-23.8710354
788,Tunisia,-9.526029438,-34.13998157
792,Turkey,-35.11666417,-39.1447357
795,Turkmenistan,-59.34846656,-39.10239111
800,Uganda,-32.35745069,-1.295165625
804,Ukraine,-31.2261039,-49.19206858
807,Macedonia,-21.69613119,-41.60575628
818,Egypt,-29.86093063,-26.47620753
826,United Kingdom,2.759337491,-53.80795453
834,Tanzania,-34.74137622,6.25069368
840,United States of America,103.0772675,-44.26594646
854,Burkina Faso,1.78269135,-12.31313383
858,Uruguay,56.00987366,32.77382254
860,Uzbekistan,-63.3662635,-41.77054621
862,Venezuela,66.15195529,-7.160806688
887,Yemen,-47.5146551,-15.92186784
894,Zambia,-27.76167328,13.3935075
900,Somaliland,-46.2319533,-9.761176191
926,Kosovo,-20.89599085,-42.57896064
977,N. Cyprus,-33.55702648,-35.27476791
id,name,latitude,longitude
