4,Afghanistan,-66.00292434,-33.84002564
8,Albania,-20.03381645,-41.13444237
10,Antarctica,-75.63969826,83.47825244
12,Algeria,-2.613235861,-28.08490156
24,Angola,-17.46531853,12.22594467
31,Azerbaijan,-47.5550631,-40.21951071
32,Argentina,64.7421971,34.69603926
36,Australia,-135.6235877,25.64135767
40,Austria,-14.06041629,-47.62096462
44,Bahamas,77.92799659,-25.50655745
50,Bangladesh,-90.27621848,-23.83393895
51,Armenia,-45.00954886,-40.2144574
56,Belgium,-4.587695518,-50.65259665
64,Bhutan,-90.47334344,-27.42956617
68,Bolivia,64.65487503,16.70357562
70,Bosnia and Herz.,-17.82291396,-44.17881275
72,Botswana,-23.78348252,22.08235597
76,Brazil,53.2047039,10.61410767
84,Belize,88.70377212,-17.19471603
90,Solomon Is.,-159.9599118,8.852546852
96,Brunei,-114.9151043,-4.690137844
100,Bulgaria,-25.18748221,-42.75591716
104,Myanmar,-96.51155505,-20.94799763
108,Burundi,-29.91404545,3.377688237
112,Belarus,-27.96500886,-53.49525507
116,Cambodia,-104.8740436,-12.68490566
120,Cameroon,-12.60541822,-5.65301844
124,Canada,96.43009224,-60.512175
140,Central African Rep.,-20.36818811,-6.547317287
144,Sri Lanka,-80.66793251,-7.699468623
148,Chad,-18.5738384,-15.27387511
152,Chile,71.18697301,37.30733575
156,China,-103.4440513,-36.59239993
158,Taiwan,-120.9715428,-23.73902856
170,Colombia,73.07367857,-3.915586996
178,Congo,-15.13636998,0.8365245861
180,Dem. Rep. Congo,-23.57604387,2.838019922
188,Costa Rica,84.17346109,-9.965861317
191,Croatia,-16.56726778,-45.00994698
192,Cuba,78.93110738,-21.64732927
196,Cyprus,-33.03913077,-34.90749197
203,Czechia,-15.34290323,-49.7797542
204,Benin,-2.336446814,-9.642634233
208,Denmark,-9.879220997,-56.06407697
214,Dominican Rep.,70.46189261,-18.88543221
218,Ecuador,78.38372878,1.454346054
222,El Salvador,88.87191353,-13.72621162
226,Eq. Guinea,-10.36568441,-1.6463544
231,Ethiopia,-39.5580851,-8.645960771
232,Eritrea,-38.68781199,-15.42772297
233,Estonia,-25.83057447,-58.64139309
238,Falkland Islands,59.41633802,51.71851054
242,Fiji,-178.568886,17.3150881
246,Finland,-26.14195529,-64.26000936
250,France,2.430943317,-44.87701792
260,Fr. S. Antarctic Lands,-69.53842604,49.31036452
262,Djibouti,-42.49723127,-11.77280287
266,Gabon,-11.68730859,0.6468534053
268,Georgia,-43.49916345,-42.16786733
270,Gambia,15.43266242,-13.47674308
275,Palestine,-35.27278786,-31.93982372
276,Germany,-10.27036173,-51.07748862
288,Ghana,1.237018979,-7.923427419
300,Greece,-22.71938315,-39.03716562
304,Greenland,41.9526412,-73.15487697
320,Guatemala,90.37168864,-15.69601829
324,Guinea,11.05510777,-10.45017949
328,Guyana,58.96939132,-4.786128918
332,Haiti,72.65902042,-18.90027156
340,Honduras,86.59292725,-14.82510229
348,Hungary,-19.34302177,-47.20351745
352,Iceland,18.76505551,-65.07978439
356,India,-79.52070974,-22.82057209
360,Indonesia,-117.4113269,2.275438906
364,Iran,-54.45434764,-32.4739398
368,Iraq,-43.78685568,-33.00988459
372,Ireland,8.016982216,-53.17178918
376,Israel,-35.00097609,-31.47910161
380,Italy,-12.26817164,-42.67232636
384,Côte d'Ivoire,5.611890724,-7.551568804
388,Jamaica,77.32428546,-18.13835002
392,Japan,-137.7115986,-37.53138893
398,Kazakhstan,-67.25205432,-48.40764319
400,Jordan,-36.76625052,-31.2401557
404,Kenya,-37.79142112,-0.595783313
408,North Korea,-127.1306404,-40.12960229
410,South Korea,-127.8199393,-36.41865393
414,Kuwait,-47.6008491,-29.30717428
417,Kyrgyzstan,-74.5870813,-41.51880492
418,Laos,-103.7864125,-18.4318344
422,Lebanon,-35.86844078,-33.91020908
426,Lesotho,-28.17156443,29.6246336
